custAge,profession,marital,schooling,housing,loan,contact,month,day_of_week,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pastEmail,responded,profit
42,admin.,single,university.degree,no,no,cellular,aug,wed,1,0,1.4,93.444,-36.1,4.964,5228.1,0,no,0
57,retired,single,professional.course,yes,no,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.957,5228.1,0,no,0
48,entrepreneur,married,university.degree,yes,no,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.963,5228.1,0,no,0
33,admin.,married,high.school,no,no,cellular,aug,tue,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,0
32,admin.,married,high.school,yes,yes,cellular,may,tue,3,0,-1.8,92.893,-46.2,1.291,5099.1,0,no,0
42,blue-collar,married,basic.6y,no,no,telephone,may,wed,2,0,1.1,93.994,-36.4,4.859,5191,0,no,0
47,technician,divorced,high.school,yes,no,cellular,aug,wed,3,0,1.4,93.444,-36.1,4.964,5228.1,0,no,0
35,self-employed,married,basic.9y,yes,no,telephone,jun,tue,2,0,1.4,94.465,-41.8,4.961,5228.1,0,no,0
45,self-employed,married,basic.4y,no,no,telephone,jun,fri,1,0,1.4,94.465,-41.8,4.967,5228.1,0,no,0
56,blue-collar,married,basic.4y,no,no,telephone,may,wed,2,0,1.1,93.994,-36.4,4.857,5191,0,no,0
39,admin.,single,university.degree,yes,no,cellular,apr,mon,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,0
40,admin.,single,high.school,yes,no,telephone,may,thu,2,0,1.1,93.994,-36.4,4.86,5191,0,no,0
57,technician,divorced,professional.course,yes,no,cellular,nov,mon,4,0,-0.1,93.2,-42,4.191,5195.8,0,no,0
58,admin.,married,basic.4y,no,yes,cellular,may,fri,2,0,-1.8,92.893,-46.2,1.25,5099.1,0,no,0
45,entrepreneur,single,basic.4y,no,no,telephone,jun,mon,6,0,1.4,94.465,-41.8,4.96,5228.1,0,no,0
41,blue-collar,married,basic.4y,no,no,telephone,may,fri,2,0,1.1,93.994,-36.4,4.859,5191,0,no,0
26,blue-collar,married,basic.4y,no,no,cellular,may,tue,1,1,-1.8,92.893,-46.2,1.344,5099.1,2,no,0
41,services,divorced,high.school,yes,no,cellular,jul,tue,3,0,1.4,93.918,-42.7,4.961,5228.1,0,no,0
53,services,married,high.school,yes,no,telephone,jun,wed,1,0,1.4,94.465,-41.8,4.961,5228.1,0,no,0
31,services,single,high.school,no,no,cellular,jul,thu,3,0,1.4,93.918,-42.7,4.968,5228.1,0,no,0
46,admin.,married,university.degree,no,no,cellular,aug,thu,5,0,1.4,93.444,-36.1,4.964,5228.1,0,no,0
25,admin.,single,high.school,yes,no,telephone,may,fri,2,0,1.1,93.994,-36.4,4.855,5191,0,no,0
43,services,married,basic.4y,no,no,cellular,nov,mon,1,1,-0.1,93.2,-42,4.191,5195.8,1,no,0
45,services,married,high.school,yes,no,cellular,aug,thu,1,0,1.4,93.444,-36.1,4.964,5228.1,0,no,0
47,admin.,single,university.degree,yes,yes,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191,0,no,0
56,admin.,married,basic.6y,yes,no,cellular,aug,mon,1,0,1.4,93.444,-36.1,4.97,5228.1,0,no,0
37,admin.,married,university.degree,no,yes,cellular,aug,mon,3,0,1.4,93.444,-36.1,4.965,5228.1,0,no,0
58,retired,married,university.degree,yes,no,cellular,aug,tue,1,0,1.4,93.444,-36.1,4.966,5228.1,0,no,0
29,admin.,single,university.degree,yes,no,cellular,aug,thu,20,0,1.4,93.444,-36.1,4.962,5228.1,0,no,0
32,blue-collar,divorced,basic.6y,yes,no,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.963,5228.1,0,no,0
35,student,single,university.degree,no,no,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191,0,no,0
24,admin.,single,university.degree,no,no,cellular,may,mon,1,1,-1.8,92.893,-46.2,1.264,5099.1,4,no,0
32,blue-collar,married,basic.4y,yes,no,telephone,may,fri,4,0,-1.8,92.893,-46.2,1.313,5099.1,0,no,0
55,blue-collar,married,basic.4y,no,no,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
56,entrepreneur,married,university.degree,no,yes,cellular,jul,tue,1,0,1.4,93.918,-42.7,4.961,5228.1,0,no,0
36,unemployed,married,basic.9y,yes,no,cellular,jun,mon,1,0,-2.9,92.963,-40.8,1.266,5076.2,0,no,0
26,management,single,university.degree,yes,no,cellular,may,thu,1,1,-1.8,92.893,-46.2,1.266,5099.1,1,no,0
45,entrepreneur,married,high.school,yes,no,telephone,jun,wed,2,0,1.4,94.465,-41.8,4.959,5228.1,0,no,0
29,self-employed,married,university.degree,yes,no,telephone,jun,wed,6,0,1.4,94.465,-41.8,4.959,5228.1,0,no,0
27,blue-collar,married,basic.9y,no,no,telephone,may,thu,1,0,1.1,93.994,-36.4,4.855,5191,0,no,0
33,admin.,married,university.degree,no,yes,telephone,jun,tue,1,0,1.4,94.465,-41.8,4.864,5228.1,0,no,0
24,blue-collar,married,professional.course,no,no,cellular,jul,tue,10,0,1.4,93.918,-42.7,4.961,5228.1,0,no,0
36,admin.,married,high.school,yes,yes,telephone,may,thu,3,0,1.1,93.994,-36.4,4.86,5191,0,no,0
47,admin.,married,university.degree,no,no,telephone,may,thu,1,0,1.1,93.994,-36.4,4.855,5191,0,no,0
37,services,married,high.school,yes,yes,telephone,jun,tue,3,0,1.4,94.465,-41.8,4.958,5228.1,0,no,0
29,retired,married,basic.9y,yes,no,cellular,nov,wed,1,0,-0.1,93.2,-42,4.12,5195.8,0,no,0
38,admin.,divorced,high.school,yes,no,cellular,jul,mon,1,0,1.4,93.918,-42.7,4.96,5228.1,0,no,0
28,services,married,professional.course,no,no,telephone,may,thu,2,0,-1.8,92.893,-46.2,1.327,5099.1,0,no,0
30,technician,married,professional.course,no,no,telephone,jun,fri,1,0,1.4,94.465,-41.8,4.959,5228.1,0,no,0
38,management,single,university.degree,no,no,telephone,jul,wed,8,0,1.4,93.918,-42.7,4.957,5228.1,0,no,0
59,admin.,married,high.school,yes,no,cellular,jul,wed,2,0,-2.9,92.469,-33.6,1.029,5076.2,0,no,0
24,student,single,high.school,no,no,cellular,jun,tue,1,0,-2.9,92.963,-40.8,1.262,5076.2,0,no,0
59,entrepreneur,divorced,high.school,yes,no,telephone,may,fri,1,0,1.1,93.994,-36.4,4.857,5191,0,no,0
35,admin.,married,university.degree,yes,no,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191,0,no,0
29,entrepreneur,married,professional.course,no,no,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.963,5228.1,0,no,0
33,blue-collar,single,high.school,yes,yes,telephone,may,thu,6,0,-1.8,92.893,-46.2,1.266,5099.1,0,no,0
35,blue-collar,married,basic.9y,yes,no,cellular,may,wed,1,0,-1.8,92.893,-46.2,1.334,5099.1,0,no,0
50,admin.,married,university.degree,no,no,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
41,technician,single,university.degree,yes,no,cellular,aug,tue,3,0,1.4,93.444,-36.1,4.968,5228.1,0,no,0
33,services,single,high.school,no,no,cellular,nov,tue,1,1,-0.1,93.2,-42,4.153,5195.8,1,no,0
24,management,single,high.school,no,no,cellular,may,mon,2,0,-1.8,92.893,-46.2,1.244,5099.1,0,no,0
57,admin.,divorced,basic.9y,yes,yes,cellular,jul,mon,4,0,1.4,93.918,-42.7,4.96,5228.1,0,no,0
57,retired,married,basic.4y,yes,no,cellular,jul,wed,3,0,-1.7,94.215,-40.3,0.802,4991.6,0,no,0
31,admin.,single,high.school,no,no,cellular,may,fri,4,0,-1.8,92.893,-46.2,1.25,5099.1,0,no,0
43,services,divorced,high.school,yes,no,cellular,jul,tue,3,0,1.4,93.918,-42.7,4.961,5228.1,0,no,0
38,admin.,married,high.school,yes,no,cellular,oct,thu,1,1,-3.4,92.431,-26.9,0.754,5017.5,2,no,0
51,blue-collar,married,basic.4y,yes,no,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191,0,no,0
34,admin.,single,high.school,yes,no,cellular,may,fri,6,1,-1.8,92.893,-46.2,1.25,5099.1,5,no,0
31,management,married,university.degree,yes,no,telephone,jun,fri,5,0,1.4,94.465,-41.8,4.967,5228.1,0,no,0
28,blue-collar,married,basic.9y,yes,no,cellular,may,thu,1,0,-1.8,92.893,-46.2,1.266,5099.1,0,no,0
43,management,married,high.school,yes,no,telephone,jun,thu,1,0,1.4,94.465,-41.8,4.958,5228.1,0,no,0
42,admin.,divorced,professional.course,yes,no,telephone,may,wed,5,1,-1.8,92.893,-46.2,1.281,5099.1,1,no,0
43,technician,married,high.school,yes,yes,cellular,sep,thu,1,2,-3.4,92.379,-29.8,0.809,5017.5,6,no,0
38,technician,single,high.school,no,no,telephone,jun,mon,4,0,1.4,94.465,-41.8,4.961,5228.1,0,no,0
30,self-employed,single,high.school,yes,no,telephone,may,mon,1,0,1.1,93.994,-36.4,4.858,5191,0,no,0
47,admin.,married,university.degree,no,no,telephone,jun,thu,2,0,1.4,94.465,-41.8,4.866,5228.1,0,no,0
45,blue-collar,married,basic.9y,no,no,cellular,apr,thu,1,0,-1.8,93.075,-47.1,1.41,5099.1,0,no,0
35,blue-collar,married,basic.6y,yes,no,telephone,may,thu,2,0,1.1,93.994,-36.4,4.86,5191,0,no,0
37,housemaid,married,high.school,yes,yes,telephone,may,fri,6,0,1.1,93.994,-36.4,4.864,5191,0,no,0
34,blue-collar,married,basic.9y,no,no,cellular,may,fri,1,1,-1.8,92.893,-46.2,1.25,5099.1,4,no,0
39,blue-collar,single,basic.9y,yes,yes,cellular,may,mon,3,1,-1.8,92.893,-46.2,1.354,5099.1,0,no,0
30,admin.,single,high.school,no,no,cellular,nov,thu,4,0,-0.1,93.2,-42,4.076,5195.8,0,no,0
34,blue-collar,married,basic.9y,yes,no,telephone,may,thu,1,0,1.1,93.994,-36.4,4.86,5191,0,no,0
32,admin.,married,university.degree,yes,no,telephone,may,thu,1,0,1.1,93.994,-36.4,4.86,5191,0,no,0
36,admin.,married,university.degree,yes,no,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191,0,no,0
35,services,married,high.school,yes,yes,cellular,may,fri,1,0,-1.8,92.893,-46.2,1.313,5099.1,0,no,0
38,self-employed,single,university.degree,no,no,telephone,may,thu,2,0,1.1,93.994,-36.4,4.855,5191,0,no,0
53,blue-collar,married,basic.4y,no,no,telephone,may,tue,2,0,1.1,93.994,-36.4,4.856,5191,0,no,0
53,admin.,married,university.degree,yes,no,telephone,may,tue,2,0,1.1,93.994,-36.4,4.856,5191,0,no,0
51,technician,married,professional.course,no,no,cellular,aug,wed,9,0,1.4,93.444,-36.1,4.967,5228.1,0,no,0
52,blue-collar,married,basic.4y,yes,no,cellular,jul,thu,3,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
43,admin.,single,high.school,yes,no,cellular,may,thu,2,0,-1.8,92.893,-46.2,1.266,5099.1,0,no,0
25,admin.,single,high.school,no,yes,telephone,may,mon,6,0,-1.8,92.893,-46.2,1.244,5099.1,0,no,0
32,blue-collar,single,basic.9y,no,no,cellular,may,wed,1,0,-1.8,92.893,-46.2,1.281,5099.1,0,no,0
34,admin.,divorced,high.school,no,no,cellular,may,wed,1,1,-1.8,92.893,-46.2,1.334,5099.1,4,no,0
28,admin.,single,university.degree,yes,no,cellular,oct,mon,4,3,-1.1,94.601,-49.5,1.032,4963.6,3,no,0
42,blue-collar,married,basic.4y,no,no,telephone,may,thu,3,0,1.1,93.994,-36.4,4.855,5191,0,no,0
34,blue-collar,married,high.school,no,no,telephone,jun,mon,1,0,1.4,94.465,-41.8,4.961,5228.1,0,no,0
45,admin.,married,university.degree,no,yes,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.968,5228.1,0,no,0
71,retired,married,basic.4y,no,no,cellular,oct,thu,2,2,-3.4,92.431,-26.9,0.754,5017.5,6,no,0
42,blue-collar,married,basic.4y,yes,no,cellular,nov,mon,1,0,-0.1,93.2,-42,4.191,5195.8,0,no,0
61,retired,married,university.degree,yes,no,cellular,apr,wed,2,0,-1.8,93.075,-47.1,1.445,5099.1,0,no,0
44,management,married,university.degree,yes,no,cellular,mar,thu,3,0,-1.8,92.843,-50,1.757,5099.1,0,no,0
33,services,single,high.school,yes,no,cellular,apr,mon,3,0,-1.8,93.075,-47.1,1.392,5099.1,0,no,0
26,services,married,high.school,no,yes,telephone,jun,wed,11,0,1.4,94.465,-41.8,4.864,5228.1,0,no,0
34,admin.,divorced,basic.6y,no,no,telephone,may,fri,2,0,1.1,93.994,-36.4,4.857,5191,0,no,0
38,entrepreneur,married,professional.course,yes,yes,cellular,jun,tue,2,1,-2.9,92.963,-40.8,1.262,5076.2,1,no,0
30,services,single,professional.course,yes,no,cellular,apr,fri,2,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,0
47,admin.,married,university.degree,yes,no,cellular,nov,mon,2,1,-0.1,93.2,-42,4.191,5195.8,3,no,0
37,blue-collar,single,basic.9y,no,no,telephone,may,fri,1,0,1.1,93.994,-36.4,4.864,5191,0,no,0
30,technician,single,professional.course,no,no,telephone,may,tue,4,0,-1.8,92.893,-46.2,1.291,5099.1,0,no,0
45,technician,married,university.degree,no,no,telephone,jun,mon,3,0,1.4,94.465,-41.8,4.865,5228.1,0,no,0
27,admin.,single,university.degree,yes,yes,cellular,jul,tue,2,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
44,admin.,divorced,high.school,yes,yes,cellular,jul,thu,11,0,1.4,93.918,-42.7,4.968,5228.1,0,no,0
39,technician,married,basic.6y,no,yes,cellular,apr,fri,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,0
31,technician,divorced,university.degree,no,no,cellular,jul,fri,7,0,1.4,93.918,-42.7,4.957,5228.1,0,no,0
42,blue-collar,married,basic.4y,no,no,telephone,jun,thu,1,0,1.4,94.465,-41.8,4.958,5228.1,0,no,0
54,admin.,married,university.degree,no,no,cellular,nov,fri,2,0,-0.1,93.2,-42,4.021,5195.8,0,no,0
47,management,married,basic.9y,yes,yes,telephone,jun,fri,1,0,1.4,94.465,-41.8,4.947,5228.1,0,no,0
35,management,married,university.degree,no,no,telephone,aug,fri,1,0,-1.7,94.027,-38.3,0.898,4991.6,0,no,0
45,admin.,married,university.degree,yes,no,cellular,aug,mon,12,0,1.4,93.444,-36.1,4.963,5228.1,0,no,0
32,technician,married,professional.course,no,no,cellular,may,mon,1,0,-1.8,92.893,-46.2,1.264,5099.1,0,no,0
81,retired,divorced,basic.4y,no,no,cellular,jun,mon,5,0,-2.9,92.963,-40.8,1.215,5076.2,0,no,0
33,technician,single,professional.course,no,no,cellular,aug,tue,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,0
32,services,married,basic.9y,yes,no,telephone,may,mon,2,0,1.1,93.994,-36.4,4.857,5191,0,no,0
58,retired,married,basic.4y,yes,no,telephone,jun,mon,1,0,1.4,94.465,-41.8,4.947,5228.1,0,no,0
49,blue-collar,married,high.school,no,yes,cellular,aug,thu,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,0
53,admin.,married,university.degree,yes,no,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
26,blue-collar,married,basic.9y,yes,no,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.958,5228.1,0,no,0
29,technician,married,university.degree,yes,no,cellular,apr,thu,3,0,-1.8,93.075,-47.1,1.445,5099.1,0,no,0
47,admin.,single,university.degree,no,no,cellular,nov,tue,1,0,-3.4,92.649,-30.1,0.72,5017.5,0,no,0
28,admin.,single,university.degree,yes,no,cellular,jul,tue,2,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
48,blue-collar,married,high.school,yes,no,cellular,aug,thu,1,0,1.4,93.444,-36.1,4.964,5228.1,0,no,0
41,blue-collar,married,basic.4y,no,no,cellular,apr,mon,3,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,0
43,admin.,single,high.school,yes,no,cellular,may,thu,3,0,-1.8,92.893,-46.2,1.244,5099.1,0,no,0
53,services,married,basic.9y,yes,no,cellular,aug,mon,2,0,1.4,93.444,-36.1,4.97,5228.1,0,no,0
40,technician,married,professional.course,no,no,telephone,jun,wed,5,0,1.4,94.465,-41.8,4.864,5228.1,0,no,0
34,services,single,basic.9y,yes,yes,cellular,nov,mon,1,0,-0.1,93.2,-42,4.12,5195.8,0,no,0
37,blue-collar,married,high.school,yes,no,cellular,apr,mon,5,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,0
45,retired,married,basic.6y,no,no,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.963,5228.1,0,no,0
33,management,single,high.school,yes,no,cellular,nov,wed,1,0,-0.1,93.2,-42,4.12,5195.8,0,no,0
43,admin.,divorced,university.degree,no,no,telephone,may,mon,2,0,1.1,93.994,-36.4,4.858,5191,0,no,0
40,unemployed,married,high.school,yes,no,telephone,jun,mon,1,0,1.4,94.465,-41.8,4.961,5228.1,0,no,0
52,admin.,married,basic.9y,no,no,cellular,aug,tue,1,0,1.4,93.444,-36.1,4.968,5228.1,0,no,0
26,admin.,single,high.school,no,no,telephone,may,wed,1,0,1.1,93.994,-36.4,4.857,5191,0,no,0
57,admin.,married,basic.6y,yes,no,telephone,may,tue,3,0,1.1,93.994,-36.4,4.857,5191,0,no,0
47,technician,single,professional.course,no,no,telephone,may,wed,2,0,1.1,93.994,-36.4,4.859,5191,0,no,0
46,blue-collar,married,basic.9y,no,no,telephone,jun,tue,1,0,1.4,94.465,-41.8,4.864,5228.1,0,no,0
32,entrepreneur,single,university.degree,no,yes,telephone,jul,thu,1,0,1.4,93.918,-42.7,4.968,5228.1,0,no,0
27,blue-collar,married,basic.9y,yes,no,cellular,may,thu,2,0,-1.8,92.893,-46.2,1.266,5099.1,0,no,0
33,admin.,single,university.degree,yes,no,cellular,aug,thu,2,0,1.4,93.444,-36.1,4.964,5228.1,0,no,0
54,unemployed,married,high.school,no,no,telephone,jul,tue,2,0,1.4,93.918,-42.7,4.961,5228.1,0,no,0
31,technician,married,professional.course,yes,no,cellular,aug,tue,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,0
44,blue-collar,married,basic.9y,no,no,cellular,may,wed,2,0,-1.8,92.893,-46.2,1.281,5099.1,0,no,0
38,technician,single,university.degree,no,no,telephone,jun,tue,1,0,1.4,94.465,-41.8,4.961,5228.1,0,no,0
37,blue-collar,married,high.school,no,no,cellular,may,fri,1,2,-1.8,92.893,-46.2,1.313,5099.1,4,no,0
44,blue-collar,divorced,basic.6y,no,no,telephone,may,mon,3,0,1.1,93.994,-36.4,4.86,5191,0,no,0
31,services,single,university.degree,yes,no,cellular,may,tue,1,1,-1.8,92.893,-46.2,1.291,5099.1,1,no,0
31,blue-collar,married,basic.9y,yes,no,cellular,may,wed,2,0,-1.8,92.893,-46.2,1.334,5099.1,0,no,0
30,services,married,high.school,yes,no,cellular,jul,mon,33,0,1.4,93.918,-42.7,4.96,5228.1,0,no,0
56,retired,married,professional.course,yes,yes,cellular,aug,tue,1,2,-2.9,92.201,-31.4,0.883,5076.2,4,no,0
31,entrepreneur,single,university.degree,yes,no,cellular,jul,mon,5,0,1.4,93.918,-42.7,4.96,5228.1,0,no,0
49,services,married,high.school,yes,no,telephone,may,thu,1,0,1.1,93.994,-36.4,4.86,5191,0,no,0
29,admin.,single,university.degree,yes,no,telephone,jun,tue,2,0,-2.9,92.963,-40.8,1.262,5076.2,0,no,0
45,blue-collar,single,high.school,no,no,cellular,may,mon,4,0,-1.8,92.893,-46.2,1.244,5099.1,0,no,0
25,admin.,single,high.school,no,no,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.963,5228.1,0,no,0
26,self-employed,married,high.school,yes,yes,cellular,may,thu,5,0,-1.8,92.893,-46.2,1.266,5099.1,0,no,0
44,admin.,married,high.school,no,no,telephone,may,wed,3,0,1.1,93.994,-36.4,4.857,5191,0,no,0
29,admin.,single,basic.9y,no,no,telephone,may,mon,1,0,1.1,93.994,-36.4,4.858,5191,0,no,0
43,admin.,married,professional.course,yes,no,telephone,jul,wed,2,0,1.4,93.918,-42.7,4.963,5228.1,0,no,0
33,services,married,university.degree,yes,no,cellular,nov,wed,3,0,-0.1,93.2,-42,4.12,5195.8,0,no,0
35,blue-collar,married,basic.6y,yes,no,telephone,may,thu,2,0,1.1,93.994,-36.4,4.855,5191,0,no,0
56,technician,married,professional.course,no,no,cellular,aug,wed,1,0,1.4,93.444,-36.1,4.964,5228.1,0,no,0
24,technician,single,university.degree,no,no,cellular,oct,wed,1,0,-3.4,92.431,-26.9,0.724,5017.5,0,no,0
30,admin.,single,basic.9y,no,no,cellular,nov,wed,2,1,-0.1,93.2,-42,4.076,5195.8,0,no,0
39,management,married,university.degree,yes,no,cellular,may,fri,1,0,-1.8,92.893,-46.2,1.25,5099.1,0,no,0
27,student,single,high.school,no,no,telephone,apr,thu,1,0,-1.8,93.075,-47.1,1.406,5099.1,0,no,0
36,admin.,single,high.school,yes,no,cellular,apr,fri,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,0
29,blue-collar,single,basic.9y,no,no,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.963,5228.1,0,no,0
34,technician,single,university.degree,yes,no,cellular,aug,wed,1,0,1.4,93.444,-36.1,4.964,5228.1,0,no,0
32,technician,married,professional.course,yes,no,cellular,aug,thu,2,0,1.4,93.444,-36.1,4.962,5228.1,0,no,0
50,retired,married,basic.4y,yes,no,telephone,may,fri,2,0,1.1,93.994,-36.4,4.855,5191,0,no,0
40,admin.,married,university.degree,yes,yes,cellular,aug,tue,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,0
94,blue-collar,married,basic.9y,no,no,cellular,nov,wed,1,2,-3.4,92.649,-30.1,0.719,5017.5,4,no,0
38,blue-collar,divorced,basic.9y,yes,no,cellular,may,wed,3,0,-1.8,92.893,-46.2,1.281,5099.1,0,no,0
50,admin.,married,university.degree,yes,no,cellular,apr,fri,1,0,-1.8,93.075,-47.1,1.479,5099.1,0,no,0
33,services,married,high.school,no,no,cellular,jul,tue,1,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
50,housemaid,married,basic.4y,no,no,cellular,aug,mon,1,0,1.4,93.444,-36.1,4.965,5228.1,0,no,0
41,technician,married,university.degree,no,yes,telephone,jun,fri,1,0,1.4,94.465,-41.8,4.967,5228.1,0,no,0
57,technician,married,basic.4y,no,no,telephone,jun,thu,2,0,1.4,94.465,-41.8,4.958,5228.1,0,no,0
28,admin.,married,high.school,yes,no,cellular,may,wed,1,1,-1.8,92.893,-46.2,1.281,5099.1,2,no,0
57,management,divorced,university.degree,yes,no,telephone,may,fri,1,0,1.1,93.994,-36.4,4.859,5191,0,no,0
38,admin.,married,university.degree,no,no,cellular,aug,tue,2,0,1.4,93.444,-36.1,4.968,5228.1,0,no,0
34,technician,married,professional.course,no,no,cellular,may,mon,1,1,-1.8,92.893,-46.2,1.299,5099.1,3,no,0
24,self-employed,single,professional.course,yes,no,cellular,jul,mon,2,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
57,technician,married,basic.6y,yes,no,cellular,jul,mon,2,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
47,services,married,basic.6y,yes,no,cellular,jul,mon,3,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
46,retired,married,basic.4y,yes,no,cellular,aug,wed,1,0,1.4,93.444,-36.1,4.967,5228.1,0,no,0
33,admin.,married,university.degree,yes,no,telephone,nov,fri,3,1,-0.1,93.2,-42,4.021,5195.8,2,no,0
34,self-employed,single,basic.9y,yes,no,telephone,may,tue,4,0,1.1,93.994,-36.4,4.857,5191,0,no,0
31,admin.,divorced,high.school,yes,no,cellular,may,wed,1,0,-1.8,92.893,-46.2,1.281,5099.1,0,no,0
41,housemaid,divorced,basic.4y,no,no,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.963,5228.1,0,no,0
54,technician,married,professional.course,yes,no,cellular,aug,tue,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,0
35,technician,single,professional.course,no,no,cellular,aug,thu,3,0,1.4,93.444,-36.1,4.963,5228.1,0,no,0
32,management,single,high.school,yes,no,telephone,may,mon,2,0,1.1,93.994,-36.4,4.859,5191,0,no,0
28,blue-collar,married,basic.6y,yes,no,telephone,jun,mon,5,0,1.4,94.465,-41.8,4.96,5228.1,0,no,0
52,blue-collar,married,basic.9y,yes,no,cellular,aug,thu,1,0,1.4,93.444,-36.1,4.968,5228.1,0,no,0
29,admin.,single,high.school,yes,no,telephone,may,wed,2,0,1.1,93.994,-36.4,4.856,5191,0,no,0
45,admin.,divorced,high.school,yes,no,cellular,may,thu,1,0,-1.8,92.893,-46.2,1.327,5099.1,0,no,0
33,services,married,high.school,yes,no,telephone,jul,tue,1,0,1.4,93.918,-42.7,4.962,5228.1,0,no,0
44,admin.,married,university.degree,yes,yes,cellular,apr,fri,1,0,-1.8,93.075,-47.1,1.405,5099.1,0,no,0
52,management,married,university.degree,no,no,telephone,nov,mon,3,0,-0.1,93.2,-42,4.191,5195.8,0,no,0
44,technician,married,professional.course,no,no,cellular,aug,wed,3,0,1.4,93.444,-36.1,4.967,5228.1,0,no,0
35,admin.,divorced,university.degree,no,no,cellular,nov,fri,6,0,-0.1,93.2,-42,4.021,5195.8,0,no,0
47,housemaid,married,basic.4y,no,yes,cellular,aug,tue,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,0
46,blue-collar,married,basic.6y,yes,yes,telephone,may,mon,1,0,1.1,93.994,-36.4,4.857,5191,0,no,0
53,self-employed,married,basic.4y,no,no,cellular,aug,tue,1,0,1.4,93.444,-36.1,4.966,5228.1,0,no,0
54,housemaid,married,professional.course,no,no,telephone,oct,mon,3,1,-3.4,92.431,-26.9,0.739,5017.5,2,no,0
37,technician,married,professional.course,no,no,cellular,aug,tue,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,0
46,blue-collar,single,basic.4y,yes,no,telephone,jul,wed,6,0,1.4,93.918,-42.7,4.957,5228.1,0,no,0
34,unemployed,married,high.school,yes,yes,cellular,aug,wed,1,0,1.4,93.444,-36.1,4.967,5228.1,0,no,0
39,blue-collar,married,basic.6y,yes,no,telephone,may,tue,2,0,1.1,93.994,-36.4,4.857,5191,0,no,0
57,entrepreneur,married,basic.9y,yes,no,cellular,may,mon,2,0,-1.8,92.893,-46.2,1.354,5099.1,0,no,0
41,services,married,high.school,yes,no,cellular,may,wed,1,0,-1.8,92.893,-46.2,1.281,5099.1,0,no,0
34,blue-collar,married,basic.9y,yes,no,telephone,may,tue,8,0,1.1,93.994,-36.4,4.857,5191,0,no,0
35,management,married,university.degree,no,no,cellular,aug,tue,1,0,1.4,93.444,-36.1,4.963,5228.1,0,no,0
36,admin.,married,professional.course,no,no,telephone,jun,wed,17,0,1.4,94.465,-41.8,4.959,5228.1,0,no,0
29,blue-collar,single,basic.9y,no,no,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.963,5228.1,0,no,0
46,admin.,married,university.degree,no,no,telephone,jul,mon,1,0,1.4,93.918,-42.7,4.96,5228.1,0,no,0
47,self-employed,married,basic.9y,yes,no,cellular,nov,fri,1,0,-0.1,93.2,-42,4.191,5195.8,0,no,0
34,services,married,high.school,no,no,telephone,jun,thu,1,0,1.4,94.465,-41.8,4.866,5228.1,0,no,0
35,services,single,basic.9y,yes,yes,telephone,may,wed,1,0,1.1,93.994,-36.4,4.857,5191,0,no,0
29,admin.,single,basic.9y,yes,no,cellular,may,thu,1,0,-1.8,92.893,-46.2,1.266,5099.1,0,no,0
